,siteID,measurementType,storageType,year,month,day,magnification,n,order,phylum,genus,spp,url,idNum,flickrID
0,1,sus1a,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_10x_2_00.bmp,2,20117805832
1,1,sus1a,f,2014,7,17,10x,2,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_10x_2_01.bmp,2,19939154479
2,1,sus1a,f,2014,7,17,10x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_10x_3_01.bmp,3,19939155939
3,1,sus1a,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_10x_2_02.bmp,2,20125832385
4,1,sus1a,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_10x_3_02.bmp,3,19939158779
5,1,sus1a,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_10x_2_03.bmp,2,19503187024
6,1,sus1a,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_10x_2_05.bmp,2,19503188624
7,1,sus1a,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_10x_3_05.bmp,3,19504849133
8,1,sus1a,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_10x_2_06.bmp,2,20099554606
9,1,sus1a,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_10x_2_07.bmp,2,20131356451
10,1,sus1a,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_10x_3_07.bmp,3,20125843365
11,1,sus1a,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_10x_2_08.bmp,2,20099558946
12,1,sus1a,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_10x_2_09.bmp,2,19504856553
13,1,sus1a,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_10x_3_09.bmp,3,19939172319
14,1,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_20x_2_01.bmp,2,19503199424
15,1,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_20x_3_02.bmp,3,19937832290
16,1,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_20x_2_03.bmp,2,19503202354
17,1,sus1a,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_20x_2_04.bmp,2,19937752628
18,1,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_20x_3_04.bmp,3,20125854105
19,1,sus1a,f,2014,7,17,20x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_20x_4_04.bmp,4,19503206394
20,1,sus1a,f,2014,7,17,20x,3,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_20x_3_05.bmp,3,19504867023
21,1,sus1a,f,2014,7,17,20x,3,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_20x_2_06.bmp,2,19504868373
22,1,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_20x_3_06.bmp,3,19503211014
23,1,sus1a,f,2014,7,17,20x,3,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_20x_3_08.bmp,3,19503212524
24,1,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_20x_2_09.bmp,2,20125863055
25,1,sus1a,f,2014,7,17,20x,4,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_20x_3_09.bmp,3,19503214954
26,1,sus1a,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_20x_3_00.bmp,3,19937766938
27,1,sus1a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_40x_3_01.bmp,3,19939192429
28,1,sus1a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_40x_3_02.bmp,3,20125868925
29,1,sus1a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_40x_2_03.bmp,2,19504880273
30,1,sus1a,f,2014,7,17,40x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_40x_3_04.bmp,3,19504882943
31,1,sus1a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_40x_3_05.bmp,3,19937856270
32,1,sus1a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_40x_3_06.bmp,3,19504885933
33,1,sus1a,f,2014,7,17,40x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_40x_3_07.bmp,3,20099592146
34,1,sus1a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_40x_3_08.bmp,3,20125878435
35,1,sus1a,f,2014,7,17,40x,3,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/1_sus1a_2014_7_17_40x_3_09.bmp,3,19937780258
36,2,sus1a,f,2014,7,17,10x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_10x_4_00.bmp,4,20125880915
37,2,sus1a,f,2014,7,17,10x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_10x_4_01.bmp,4,19503233154
38,2,sus1a,f,2014,7,17,10x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_10x_4_02.bmp,4,20125883805
39,2,sus1a,f,2014,7,17,10x,3,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_10x_3_03.bmp,3,19503235484
40,2,sus1a,f,2014,7,17,10x,1,null,Gamophyceae,null,Desmids,/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_10x_5_03.bmp,5,20099603276
41,2,sus1a,f,2014,7,17,10x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_10x_4_07.bmp,4,19503239784
42,2,sus1a,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_10x_3_08.bmp,3,19937872040
43,2,sus1a,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_10x_3_09.bmp,3,19939217609
44,2,sus1a,f,2014,7,17,20x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_20x_4_00.bmp,4,20131407971
45,2,sus1a,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_20x_3_01.bmp,3,19937794658
46,2,sus1a,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_20x_6_01.bmp,6,20099610916
47,2,sus1a,f,2014,7,17,20x,1,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_20x_8_02.bmp,8,19937878760
48,2,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_20x_3_04.bmp,3,20125898985
49,2,sus1a,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_20x_6_04.bmp,6,20131414711
50,2,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_20x_2_05.bmp,2,20117878412
51,2,sus1a,f,2014,7,17,20x,1,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_20x_8_05.bmp,8,20131418331
52,2,sus1a,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_20x_6_06.bmp,6,19937886430
53,2,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_20x_3_08.bmp,3,20131421611
54,2,sus1a,f,2014,7,17,20x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_20x_4_09.bmp,4,20125907795
55,2,sus1a,f,2014,7,17,20x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_20x_4_10.bmp,4,19937890790
56,2,sus1a,f,2014,7,17,40x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_40x_4_00.bmp,4,20117887822
57,2,sus1a,f,2014,7,17,40x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_40x_6_01.bmp,6,19939238299
58,2,sus1a,f,2014,7,17,40x,1,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_40x_8_02.bmp,8,20099629256
59,2,sus1a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_40x_3_05.bmp,3,19503266584
60,2,sus1a,f,2014,7,17,40x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_40x_4_05.bmp,4,19939242509
61,2,sus1a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_40x_2_06.bmp,2,19504928613
62,2,sus1a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_40x_3_07.bmp,3,19503271824
63,2,sus1a,f,2014,7,17,40x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_40x_6_08.bmp,6,20131437161
64,2,sus1a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_40x_3_09.bmp,3,20125922825
65,2,sus1a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1a_2014_7_17_40x_3_10.bmp,3,19504934743
66,2,sus1b,f,2014,7,17,10x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_10x_4_00.bmp,4,19937827468
67,2,sus1b,f,2014,7,17,10x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_10x_3_01.bmp,3,19937831568
68,2,sus1b,f,2014,7,17,10x,1,null,Chlorophyceae,null,"Green algae (with flagella, small)",/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_10x_1_02.bmp,1,20117908732
69,2,sus1b,f,2014,7,17,10x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_10x_4_02.bmp,4,20117910842
70,2,sus1b,f,2014,7,17,10x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_10x_6_02.bmp,6,19503287854
71,2,sus1b,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_10x_3_03.bmp,3,20117914272
72,2,sus1b,f,2014,7,17,10x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_10x_6_03.bmp,6,19937840918
73,2,sus1b,f,2014,7,17,10x,3,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_10x_3_04.bmp,3,19503294004
74,2,sus1b,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_10x_2_05.bmp,2,20125944445
75,2,sus1b,f,2014,7,17,10x,4,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_10x_6_05.bmp,6,19937846468
76,2,sus1b,f,2014,7,17,10x,4,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_10x_3_08.bmp,3,20131462901
77,2,sus1b,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_10x_2_09.bmp,2,20117924082
78,2,sus1b,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_20x_3_00.bmp,3,19939275239
79,2,sus1b,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_20x_2_01.bmp,2,19503303544
80,2,sus1b,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_20x_3_01.bmp,3,19937934820
81,2,sus1b,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_20x_2_02.bmp,2,19504964803
82,2,sus1b,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_20x_3_02.bmp,3,20117931692
83,2,sus1b,f,2014,7,17,20x,2,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_20x_6_02.bmp,6,19939282479
84,2,sus1b,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_20x_3_05.bmp,3,20117934482
85,2,sus1b,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_20x_2_06.bmp,2,20117936232
86,2,sus1b,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_20x_2_07.bmp,2,20117937622
86,2,sus1b,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_20x_2_07.bmp,2,20099789106
87,2,sus1b,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_20x_3_07.bmp,3,19939399839
88,2,sus1b,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_20x_2_08.bmp,2,19939401249
89,2,sus1b,f,2014,7,17,40x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_40x_6_00.bmp,6,19505088253
90,2,sus1b,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_40x_2_01.bmp,2,19505089713
91,2,sus1b,f,2014,7,17,40x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_40x_6_01.bmp,6,19939406139
92,2,sus1b,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_40x_3_02.bmp,3,20099797746
93,2,sus1b,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_40x_2_03.bmp,2,19937984098
94,2,sus1b,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_40x_3_06.bmp,3,19503435854
95,2,sus1b,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_40x_2_07.bmp,2,20099803296
96,2,sus1b,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_40x_2_08.bmp,2,20131604261
97,2,sus1b,f,2014,7,17,40x,1,null,Dinoflagellate,null,Dinoflagellates,/Users/maxcaplow/Desktop/images/2_sus1b_2014_7_17_40x_10_09.bmp,10,20131605531
98,2,sus1c,f,2014,7,17,10x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_10x_6_00.bmp,6,20131607491
99,2,sus1c,f,2014,7,17,10x,3,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_10x_2_01.bmp,2,19939419489
100,2,sus1c,f,2014,7,17,10x,1,null,Chlorophyceae,null,"Green algae (with flagella, small)",/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_10x_1_02.bmp,1,19938077430
101,2,sus1c,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_10x_3_02.bmp,3,19505108443
102,2,sus1c,f,2014,7,17,10x,2,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_10x_4_03.bmp,4,19939424699
103,2,sus1c,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_10x_2_04.bmp,2,19939425989
104,2,sus1c,f,2014,7,17,10x,1,null,null,null,Blue-green algae (cyanobacteria),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_10x_9_04.bmp,9,20126099715
105,2,sus1c,f,2014,7,17,10x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_10x_6_05.bmp,6,19505114293
106,2,sus1c,f,2014,7,17,10x,1,null,null,null,Blue-green algae (cyanobacteria),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_10x_9_05.bmp,9,19505116623
107,2,sus1c,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_10x_2_06.bmp,2,19938006708
108,2,sus1c,f,2014,7,17,10x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_10x_4_06.bmp,4,19503593344
109,2,sus1c,f,2014,7,17,10x,2,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_10x_2_07.bmp,2,19505258733
110,2,sus1c,f,2014,7,17,10x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_10x_6_07.bmp,6,19503596094
111,2,sus1c,f,2014,7,17,10x,3,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_10x_2_08.bmp,2,19939574249
112,2,sus1c,f,2014,7,17,10x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_10x_4_08.bmp,4,20099968556
113,2,sus1c,f,2014,7,17,10x,1,null,null,null,Blue-green algae (cyanobacteria),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_10x_9_08.bmp,9,19938153258
114,2,sus1c,f,2014,7,17,10x,3,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_10x_2_09.bmp,2,19938237690
115,2,sus1c,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_10x_3_09.bmp,3,19505268723
116,2,sus1c,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_20x_2_09.bmp,2,19939582729
117,2,sus1c,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_20x_6_09.bmp,6,20126256465
118,2,sus1c,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_20x_2_00.bmp,2,19938243350
119,2,sus1c,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_20x_3_00.bmp,3,20118239382
120,2,sus1c,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_20x_2_01.bmp,2,20126260575
121,2,sus1c,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_20x_2_02.bmp,2,19503612224
122,2,sus1c,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_20x_6_02.bmp,6,20131781191
