,siteID,measurementType,storageType,year,month,day,magnification,n,order,phylum,genus,spp,url,idNum,flickrID
123,2,sus1c,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_20x_3_03.bmp,3,19503615244
124,2,sus1c,f,2014,7,17,20x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_20x_4_04.bmp,4,19503616754
125,2,sus1c,f,2014,7,17,20x,2,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_20x_4_06.bmp,4,19505284063
126,2,sus1c,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_20x_2_05.bmp,2,19938177778
127,2,sus1c,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_20x_3_05.bmp,3,20131795251
128,2,sus1c,f,2014,7,17,20x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_20x_4_05.bmp,4,19939606239
129,2,sus1c,f,2014,7,17,20x,1,null,Gamophyceae,null,Desmids,/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_20x_5_05.bmp,5,20131799661
130,2,sus1c,f,2014,7,17,20x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_20x_4_07.bmp,4,19938184978
131,2,sus1c,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_20x_3_08.bmp,3,19505300303
132,2,sus1c,f,2014,7,17,20x,2,null,null,null,Blue-green algae (cyanobacteria),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_20x_9_08.bmp,9,20126286935
133,2,sus1c,f,2014,7,17,40x,2,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_40x_2_08.bmp,2,20126288045
134,2,sus1c,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_40x_3_00.bmp,3,19938191428
135,2,sus1c,f,2014,7,17,40x,1,null,null,null,Blue-green algae (cyanobacteria),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_40x_9_00.bmp,9,20131808791
136,2,sus1c,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_40x_3_02.bmp,3,20126292375
137,2,sus1c,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_40x_2_03.bmp,2,19505308683
138,2,sus1c,f,2014,7,17,40x,1,null,null,null,Blue-green algae (cyanobacteria),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_40x_9_03.bmp,9,20131813121
139,2,sus1c,f,2014,7,17,40x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_40x_4_05.bmp,4,20126298415
140,2,sus1c,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/2_sus1c_2014_7_17_40x_3_06.bmp,3,19503650354
141,6,sus1a,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_10x_2_00.bmp,2,19939630489
142,6,sus1a,f,2014,7,17,10x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_10x_3_00.bmp,3,19938206288
143,6,sus1a,f,2014,7,17,10x,2,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_10x_6_00.bmp,6,19938289630
144,6,sus1a,f,2014,7,17,10x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_10x_4_02.bmp,4,20126306425
145,6,sus1a,f,2014,7,17,10x,1,null,Dinoflagellate,null,Dinoflagellates,/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_10x_10_03.bmp,10,19503657764
146,6,sus1a,f,2014,7,17,10x,3,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_10x_3_04.bmp,3,20126309425
147,6,sus1a,f,2014,7,17,10x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_10x_4_04.bmp,4,19938213708
148,6,sus1a,f,2014,7,17,10x,2,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_10x_6_05.bmp,6,20131831911
149,6,sus1a,f,2014,7,17,10x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_10x_3_06.bmp,3,19938298640
150,6,sus1a,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_10x_2_07.bmp,2,19938219048
151,6,sus1a,f,2014,7,17,10x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_10x_3_07.bmp,3,19505332723
152,6,sus1a,f,2014,7,17,10x,5,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_10x_2_08.bmp,2,19503668334
153,6,sus1a,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_10x_3_01.bmp,3,19503671334
154,6,sus1a,f,2014,7,17,10x,3,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_10x_2_09.bmp,2,19938307510
155,6,sus1a,f,2014,7,17,10x,1,null,null,null,Blue-green algae (cyanobacteria),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_10x_9_09.bmp,9,20126324265
156,6,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_3_00.bmp,3,19939654219
157,6,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_3_01.bmp,3,20118315352
158,6,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_3_02.bmp,3,19938321300
159,6,sus1a,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_6_02.bmp,6,19938322610
160,6,sus1a,f,2014,7,17,20x,1,null,Dinoflagellate,null,Dinoflagellates,/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_10_02.bmp,10,19938242678
161,6,sus1a,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_2_03.bmp,2,19939669069
162,6,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_3_03.bmp,3,20131861261
163,6,sus1a,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_6_03.bmp,6,19505359793
164,6,sus1a,f,2014,7,17,20x,3,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_2_04.bmp,2,19939673099
165,6,sus1a,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_2_05.bmp,2,20131865901
166,6,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_3_05.bmp,3,20100067546
167,6,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_2_06.bmp,2,20131868931
168,6,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_3_06.bmp,3,19939678619
169,6,sus1a,f,2014,7,17,20x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_4_07.bmp,4,19939682259
170,6,sus1a,f,2014,7,17,20x,2,null,null,null,Blue-green algae (cyanobacteria),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_9_07.bmp,9,19505370883
171,6,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_2_08.bmp,2,20100076366
172,6,sus1a,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_6_08.bmp,6,19503708874
173,6,sus1a,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_3_09.bmp,3,19938344360
174,6,sus1a,f,2014,7,17,20x,1,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_8_09.bmp,8,19939688829
175,6,sus1a,f,2014,7,17,20x,1,null,null,null,Blue-green algae (cyanobacteria),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_20x_9_09.bmp,9,20118343272
176,6,sus1a,f,2014,7,17,40x,1,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_40x_8_00.bmp,8,20126364395
177,6,sus1a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_40x_3_01.bmp,3,19938268948
178,6,sus1a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_40x_3_02.bmp,3,20126367545
179,6,sus1a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_40x_2_03.bmp,2,19938353600
180,6,sus1a,f,2014,7,17,40x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_40x_6_03.bmp,6,20118351042
181,6,sus1a,f,2014,7,17,40x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_40x_3_04.bmp,3,19938275438
182,6,sus1a,f,2014,7,17,40x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_40x_4_05.bmp,4,20131893141
183,6,sus1a,f,2014,7,17,40x,1,null,null,null,Blue-green algae (cyanobacteria),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_40x_9_05.bmp,9,19503725374
184,6,sus1a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_40x_3_06.bmp,3,20118356722
185,6,sus1a,f,2014,7,17,40x,1,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_40x_8_07.bmp,8,19503728594
186,6,sus1a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_40x_3_08.bmp,3,20131898481
187,6,sus1a,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1a_2014_7_17_40x_2_09.bmp,2,20100099116
188,6,sus1b,f,2014,7,17,10x,4,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_2_09.bmp,2,19505396933
189,6,sus1b,f,2014,7,17,10x,3,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_2_00.bmp,2,20100101536
190,6,sus1b,f,2014,7,17,10x,4,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_2_01.bmp,2,19503735184
191,6,sus1b,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_3_01.bmp,3,20126386735
192,6,sus1b,f,2014,7,17,10x,1,null,null,null,Blue-green algae (cyanobacteria),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_9_01.bmp,9,20118367082
193,6,sus1b,f,2014,7,17,10x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_4_02.bmp,4,19505404563
194,6,sus1b,f,2014,7,17,10x,2,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_2_03.bmp,2,20100109126
195,6,sus1b,f,2014,7,17,10x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_3_04.bmp,3,19939719319
196,6,sus1b,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_2_05.bmp,2,20126394435
197,6,sus1b,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_2_06.bmp,2,20100113906
198,6,sus1b,f,2014,7,17,10x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_6_06.bmp,6,19938299878
199,6,sus1b,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_2_07.bmp,2,20126399025
200,6,sus1b,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_10x_3_08.bmp,3,20118379662
201,6,sus1b,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_3_09.bmp,3,19939727859
202,6,sus1b,f,2014,7,17,20x,2,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_6_09.bmp,6,19503753654
203,6,sus1b,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_2_00.bmp,2,20131922141
204,6,sus1b,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_3_00.bmp,3,19505419903
205,6,sus1b,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_6_00.bmp,6,20100125146
206,6,sus1b,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_2_01.bmp,2,19938391760
207,6,sus1b,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_3_01.bmp,3,20126409135
208,6,sus1b,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_3_02.bmp,3,19505425333
209,6,sus1b,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_2_03.bmp,2,20131929921
210,6,sus1b,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_3_03.bmp,3,19505427993
211,6,sus1b,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_2_04.bmp,2,19938317298
212,6,sus1b,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_2_05.bmp,2,19938319118
213,6,sus1b,f,2014,7,17,20x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_3_06.bmp,3,20100135826
214,6,sus1b,f,2014,7,17,20x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_4_07.bmp,4,20118398732
215,6,sus1b,f,2014,7,17,20x,1,null,Dinoflagellate,null,Dinoflagellates,/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_20x_10_08.bmp,10,20118400142
216,6,sus1b,f,2014,7,17,40x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_40x_6_09.bmp,6,19938405410
217,6,sus1b,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_40x_3_00.bmp,3,19503773964
218,6,sus1b,f,2014,7,17,40x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_40x_4_01.bmp,4,20131942191
219,6,sus1b,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_40x_3_02.bmp,3,20131943601
220,6,sus1b,f,2014,7,17,40x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_40x_4_03.bmp,4,20100145396
221,6,sus1b,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_40x_3_04.bmp,3,19505443403
222,6,sus1b,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_40x_2_05.bmp,2,19938413520
223,6,sus1b,f,2014,7,17,40x,1,null,Gamophyceae,null,Filamentous green algae,/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_40x_4_06.bmp,4,20126431305
224,6,sus1b,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_40x_2_07.bmp,2,20100150706
225,6,sus1b,f,2014,7,17,40x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1b_2014_7_17_40x_3_08.bmp,3,20126434645
226,6,sus1c,f,2014,7,17,10x,2,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_2_09.bmp,2,19939762249
227,6,sus1c,f,2014,7,17,10x,1,null,Dinoflagellate,null,Dinoflagellates,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_10_09.bmp,10,19505452393
228,6,sus1c,f,2014,7,17,10x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_6_00.bmp,6,19503790504
229,6,sus1c,f,2014,7,17,10x,2,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_6_01.bmp,6,19938344748
230,6,sus1c,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_2_02.bmp,2,19505457573
231,6,sus1c,f,2014,7,17,10x,2,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_6_02.bmp,6,20131962231
232,6,sus1c,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_3_03.bmp,3,19503797014
233,6,sus1c,f,2014,7,17,10x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_6_03.bmp,6,19939773999
234,6,sus1c,f,2014,7,17,10x,1,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_8_03.bmp,8,20126449865
235,6,sus1c,f,2014,7,17,10x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_6_04.bmp,6,19938354308
236,6,sus1c,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_2_05.bmp,2,20100170626
237,6,sus1c,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_2_06.bmp,2,19939779739
238,6,sus1c,f,2014,7,17,10x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_6_06.bmp,6,20126455775
239,6,sus1c,f,2014,7,17,10x,1,null,Chlorophyceae,null,Green algae (with flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_2_07.bmp,2,19503807744
240,6,sus1c,f,2014,7,17,10x,1,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_8_07.bmp,8,20131976841
241,6,sus1c,f,2014,7,17,10x,2,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_3_08.bmp,3,20126459925
242,6,sus1c,f,2014,7,17,10x,1,Heliozoea,Sacrodina,null,Heliozoans,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_10x_8_08.bmp,8,19503812364
243,6,sus1c,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_20x_6_00.bmp,6,19939788209
244,6,sus1c,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_20x_3_01.bmp,3,19938447560
245,6,sus1c,f,2014,7,17,20x,1,null,Bacillariophyceae,null,Diatoms,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_20x_6_01.bmp,6,19503816474
246,6,sus1c,f,2014,7,17,20x,1,null,Chlorophyceae,null,Green algae (no flagella),/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_20x_3_02.bmp,3,20118447052
247,6,sus1c,f,2014,7,17,20x,1,null,Dinoflagellate,null,Dinoflagellates,/Users/maxcaplow/Desktop/images/6_sus1c_2014_7_17_20x_10_02.bmp,10,20100187346
